data_captura,conjunto,arquivo_origem,codigo,codigo_isin,data_mov,emissao,num_de_oper,num_oper_com_corretagem,pu_lastro,pu_max,pu_med,pu_min,quant_neg_com_corretagem,quant_negociada,sigla,taxa_max,taxa_med,taxa_min,valor_negociado,valor_par,vencimento,registro_hash
2026-06-01,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,760199,BRSTNCNTB690,29/05/2026,12/01/2022,237,2,"3919,70097566","4115,52722400","4100,76920200","4084,95135300",147,135630,NTN-B,,,,,"4704,56825700",15/08/2060,3fc754e91befd7b3bda1402a
2026-06-01,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,950199,BRSTNCNTF1P8,29/05/2026,15/01/2016,16,0,"1015,34487374","1019,40877000","1019,18516900","1018,77450000",0,1416037,NTN-F,,,,,"1000,00000000",01/01/2027,5c6a9e378440df47f7fa8f70
2026-06-01,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,950199,BRSTNCNTF1Q6,29/05/2026,05/01/2018,11,0,"951,66868711","965,65704700","965,41962900","962,07228600",0,34516,NTN-F,,,,,"1000,00000000",01/01/2029,b1ff7f70277811ed822fa9ef
2026-06-01,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,950199,BRSTNCNTF204,29/05/2026,10/01/2020,126,6,"898,41195916","916,19995400","914,25899100","912,02013700",350000,7965380,NTN-F,,,,,"1000,00000000",01/01/2031,844472659af73a729eb4ebed
2026-06-01,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,950199,BRSTNCNTF212,29/05/2026,07/01/2022,70,5,"854,86168086","880,03928000","876,02009800","872,55374800",588000,6432266,NTN-F,,,,,"1000,00000000",01/01/2033,97c75ad9618c0a3c017db9af
2026-06-01,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,950199,BRSTNCNTF238,29/05/2026,05/01/2024,42,1,"823,11630363","853,09531200","847,39662200","845,87525600",50000,5305635,NTN-F,,,,,"1000,00000000",01/01/2035,555c55833c7b962081583179
2026-06-01,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,950199,BRSTNCNTF2K7,29/05/2026,09/01/2026,101,2,"797,90932868","829,22305900","826,93380300","824,56733600",100807,16323235,NTN-F,,,,,"1000,00000000",01/01/2037,8adfc49978affe54f4fc67bb
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RF7,04/05/2026,13/03/2020,29,6,"18912,37568057","18917,17155600","18916,97623500","18914,23942400",205337,289024,LFT,"0,0432","0,0002","-0,0026",,"18916,98238700",01/09/2026,d158a040be038128fc5cc041
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RG5,04/05/2026,03/07/2020,82,20,"18904,19713579","18916,56621300","18916,40721600","18915,43119400",64999,298311,LFT,"0,0101","0,0037","0,0028",,"18916,98238700",01/03/2027,d07e44b5f8c5525b0d3e6bd2
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RH3,04/05/2026,02/07/2021,52,13,"18894,98852948","18923,50874500","18915,20639900","18910,68303100",9744,80164,LFT,"0,0251","0,0070","-0,0258",,"18916,98238700",01/09/2027,4fbfdfe23475fdd46abe2921
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RI1,04/05/2026,05/01/2022,30,8,"18883,52872365","18911,25045100","18910,41775200","18908,35624300",2916,54001,LFT,"0,0250","0,0191","0,0166",,"18916,98238700",01/03/2028,5f159dc613dc0b4581898dfc
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RK7,04/05/2026,06/04/2022,67,6,"18869,02673139","18908,50757800","18903,79956800","18894,60359600",4876,95493,LFT,"0,0508","0,0299","0,0192",,"18916,98238700",01/09/2028,788ce09900099a92e62b05c6
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RL5,04/05/2026,05/10/2022,32,4,"18850,64529132","18894,01717000","18892,75399100","18890,99045300",1254,94253,LFT,"0,0490","0,0456","0,0433",,"18916,98238700",01/03/2029,71cb4aca973a956f94b26aef
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RM3,04/05/2026,05/07/2023,18,1,"18831,29807677","18882,36430900","18881,39392800","18878,75116500",1018,36399,LFT,"0,0610","0,0567","0,0552",,"18916,98238700",01/09/2029,7f0c082751f57396d9f68094
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RO9,04/05/2026,10/01/2024,21,2,"18810,37470530","18869,51967800","18867,04925000","18858,23325400",251,8481,LFT,"0,0818","0,0695","0,0661",,"18916,98238700",01/03/2030,124046dd61c4f3c4f0614f2a
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RQ4,04/05/2026,03/04/2024,13,3,"18800,74984301","18872,62206300","18862,34152200","18860,79894900",789,4159,LFT,"0,0735","0,0715","0,0580",,"18916,98238700",01/06/2030,0c8cb8e17004cff4e5d48d5e
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RR2,04/05/2026,03/07/2024,71,1,"18790,88769566","18855,74811500","18855,38381400","18854,84009900",106,71852,LFT,"0,0765","0,0758","0,0754",,"18916,98238700",01/09/2030,8abd280449d84afca7dace34
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RT8,04/05/2026,02/10/2024,12,0,"18783,83185191","18852,96731800","18852,52635500","18848,33265700",0,12638,LFT,"0,0799","0,0750","0,0745",,"18916,98238700",01/12/2030,60ba5abff50220392ee5b4e2
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RU6,04/05/2026,08/01/2025,16,0,"18770,47868046","18843,33857400","18842,40714200","18799,52684300",0,19366,LFT,"0,1300","0,0824","0,0814",,"18916,98238700",01/03/2031,36b2d53c5572b69fb9ec6b9b
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RW2,04/05/2026,02/04/2025,2,0,"18758,16783266","18834,42867500","18833,86116500","18833,29365600",0,650,LFT,"0,0880","0,0874","0,0868",,"18916,98238700",01/06/2031,e3c866dc9eae2a6bb9917b90
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RX0,04/05/2026,02/07/2025,7,0,"18745,73332353","18825,40527500","18825,29672200","18813,65782900",0,11186,LFT,"0,1035","0,0918","0,0917",,"18916,98238700",01/09/2031,502f7cb4893eb43b4f946989
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RZ5,04/05/2026,08/10/2025,58,0,"18731,22005978","18819,04916900","18814,44751200","18813,41190800",0,85623,LFT,"0,0990","0,0980","0,0936",,"18916,98238700",01/12/2031,3dcc90f85f347464fbdac0b0
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1S08,04/05/2026,07/01/2026,24,2,"18717,19879877","18807,16930400","18804,04322000","18801,94821700",335,69017,LFT,"0,1054","0,1034","0,1006",,"18916,98238700",01/03/2032,3e767dbf144933750937bb07
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1S16,04/05/2026,08/04/2026,12,0,"18701,95973331","18794,04091800","18792,19557900","18791,77088000",0,19914,LFT,"0,1100","0,1096","0,1080",,"18916,98238700",01/06/2032,3c2235f38778114b86df17c0
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,100000,BRSTNCLTN848,04/05/2026,06/01/2023,12,0,"977,56378179","978,52387500","978,47098000","978,37767100",0,159571,LTN,"14,3800","14,3129","14,2750",,"1000,00000000",01/07/2026,b4e15956631dc401b0831052
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,100000,BRSTNCLTN8G4,04/05/2026,05/07/2024,16,0,"943,42643102","946,63826500","946,48764800","945,84249400",0,1015624,LTN,"14,1530","13,9681","13,9250",,"1000,00000000",01/10/2026,856c8c9a7cfb13c8df6fc1d2
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,100000,BRSTNCLTN8I0,04/05/2026,10/01/2025,5,0,"883,33813408","888,66640600","888,59186100","888,13746700",0,706456,LTN,"14,0100","13,9455","13,9350",,"1000,00000000",01/04/2027,e65120b0b1bbf28b4eeea8c5
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,100000,BRSTNCLTN871,04/05/2026,07/07/2023,13,1,"854,17150524","861,06683900","860,62092200","859,67132100",50000,375263,LTN,"13,9900","13,8810","13,8300",,"1000,00000000",01/07/2027,a867200a82ec1849a4e154f8
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,100000,BRSTNCLTN8L4,04/05/2026,04/07/2025,8,1,"825,32640513","832,56550000","831,90176400","830,81241900",50000,227684,LTN,"14,0200","13,9142","13,8500",,"1000,00000000",01/10/2027,4f703346737d2f5e242a5d0a
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,100000,BRSTNCLTN897,04/05/2026,05/01/2024,3,1,"798,85388282","807,17868800","807,11380400","807,04892000",160,1326,LTN,"13,7610","13,7554","13,7500",,"1000,00000000",01/01/2028,7ccea10d6bd79050bb3be490
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,100000,BRSTNCLTN8M2,04/05/2026,09/01/2026,6,1,"772,83963227","782,25265800","781,66750000","779,98113200",165,132273,LTN,"13,8730","13,7444","13,7000",,"1000,00000000",01/04/2028,9f907413ae31840a121724b7
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,100000,BRSTNCLTN8F6,04/05/2026,05/07/2024,3,1,"748,39072643","758,31469900","758,31469900","758,31469900",50,100050,LTN,"13,7000","13,7000","13,7000",,"1000,00000000",01/07/2028,582e5a6d178d6ab2dfca73cd
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,100000,BRSTNCLTN806,04/05/2026,11/02/2022,22,2,"700,93509809","711,73077500","708,84276700","708,58437500",2749,1185224,LTN,"13,9000","13,8843","13,7095",,"1000,00000000",01/01/2029,53f8b7cf8436e1054fb39674
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,100000,BRSTNCLTN8K6,04/05/2026,04/07/2025,20,3,"655,66330762","667,65872700","664,47279800","663,60285200",50400,1371129,LTN,"13,9560","13,9084","13,7350",,"1000,00000000",01/07/2029,d9b7ae81b549df1d48a2131c
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,100000,BRSTNCLTN8A7,04/05/2026,05/01/2024,40,1,"613,14232120","625,81737400","625,15102700","621,60637500",45,5885470,LTN,"13,9740","13,7958","13,7625",,"1000,00000000",01/01/2030,a872b93119e13aa45c9a8903
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,100000,BRSTNCLTN8J8,04/05/2026,10/01/2025,18,2,"466,76088913","481,90952400","481,03290600","477,43733800",14798,1095531,LTN,"14,0200","13,8682","13,8315",,"1000,00000000",01/01/2032,c44859be59cc1564c54a0e53
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,760199,BRSTNCNTB4U6,04/05/2026,06/01/2016,99,1,"4700,96136720","4707,16621400","4705,94664400","4705,25720100",360,465715,NTN-B,,,,,"4673,25438800",15/08/2026,69629815fdfc6a0db744b6b7
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,760199,BRSTNCNTB682,04/05/2026,12/01/2022,230,0,"4709,00922412","4729,74603800","4725,50062800","4723,57510400",0,429415,NTN-B,,,,,"4673,25438800",15/05/2027,fe82b2416d8610389d2164f2
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,760198,BRSTNCNTB625,04/05/2026,22/02/2018,1,0,"3911,01993524","3957,07891900","3957,07891900","3957,07891900",0,386,NTN-B,,,,,"4673,25438800",15/08/2028,e6c8fa1a6a19fb35e2aff929
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,760199,BRSTNCNTB4X0,04/05/2026,10/01/2018,898,7,"4537,81878206","4573,41804800","4568,79227800","4562,09285500",85905,3332005,NTN-B,,,,,"4673,25438800",15/08/2028,ad7ac372592f3cc3494ce0eb
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,760199,BRSTNCNTB716,04/05/2026,17/01/2024,231,5,"4563,24111272","4609,85815000","4605,25906200","4595,48146000",80040,955337,NTN-B,,,,,"4673,25438800",15/05/2029,1be90028233c747da5abfc2d
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,760199,BRSTNCNTB3B8,04/05/2026,10/02/2010,365,2,"4402,43640039","4470,95518000","4457,00419500","4445,49780200",23150,488187,NTN-B,,,,,"4673,25438800",15/08/2030,da72467df188c1a8177204af
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,760199,BRSTNCNTB7X3,04/05/2026,14/01/2026,91,2,"4433,25166542","4507,46094800","4502,45742100","4485,78274600",20000,208174,NTN-B,,,,,"4673,25438800",15/05/2031,098b6647929ff760c94e012c
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,760199,BRSTNCNTB674,04/05/2026,05/01/2022,147,1,"4303,91876987","4386,17530600","4376,62457800","4363,80655300",10000,102687,NTN-B,,,,,"4673,25438800",15/08/2032,5645d04b5e91dad79983be1f
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,760199,BRSTNCNTB6B1,04/05/2026,04/01/2023,113,0,"4334,80042632","4426,11448300","4420,83475500","4407,19790000",0,85440,NTN-B,,,,,"4673,25438800",15/05/2033,ab4fe76e4996ecaa4c7cb6d5
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,760199,BRSTNCNTB0O7,04/05/2026,07/03/2006,201,3,"4280,07842545","4397,81231100","4383,76905200","4364,18647900",10158,145648,NTN-B,,,,,"4673,25438800",15/05/2035,38d6a5a310e2c6fec88eaff9
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,760199,BRSTNCNTB7Y1,04/05/2026,14/01/2026,43,0,"4232,95247299","4357,68551600","4346,79853700","4329,17227400",0,82957,NTN-B,,,,,"4673,25438800",15/05/2037,2d0c82cb817824f802123cc4
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,760199,BRSTNCNTB3C6,04/05/2026,10/02/2010,118,4,"4114,51652666","4264,47221400","4250,01981700","4230,90735800",338,77270,NTN-B,,,,,"4673,25438800",15/08/2040,064c695eca2628abe179b034
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,760198,BRSTNCNTB2U0,04/05/2026,15/08/2004,1,0,"1183,25089585","1348,52297900","1348,52297900","1348,52297900",0,306,NTN-B,,,,,"4673,25438800",15/05/2045,7daa4d580a60810a61b10fd4
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,760199,BRSTNCNTB0A6,04/05/2026,15/08/2004,57,2,"4125,92155636","4290,17118700","4276,47786300","4249,42994300",104,21621,NTN-B,,,,,"4673,25438800",15/05/2045,7947dc8ce4ca545c021fbd51
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,760198,BRSTNCNTB476,04/05/2026,29/05/2012,1,0,"818,46578674","969,26730800","969,26730800","969,26730800",0,573,NTN-B,,,,,"4673,25438800",15/08/2050,5c3b2d48f2ad06da88494d4a
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,760199,BRSTNCNTB3D4,04/05/2026,10/02/2010,275,1,"4003,72329779","4183,87153100","4168,16734900","4160,18945100",5,60604,NTN-B,,,,,"4673,25438800",15/08/2050,c6cb836882380578301f1044
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,760198,BRSTNCNTB6D7,04/05/2026,17/05/2023,1,0,"581,84515027","712,19315400","712,19315400","712,19315400",0,537,NTN-B,,,,,"4673,25438800",15/05/2055,03e4c3e123a44d48907ada90
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,760199,BRSTNCNTB4Q4,04/05/2026,14/01/2015,140,2,"4028,88446293","4213,20560200","4205,98342400","4197,46914400",10002,48159,NTN-B,,,,,"4673,25438800",15/05/2055,34a357684c842a83e4473669
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,760198,BRSTNCNTB7P9,04/05/2026,23/09/2024,1,0,"398,71337276","504,60793300","504,60793300","504,60793300",0,2155,NTN-B,,,,,"4673,25438800",15/08/2060,d20a96c7272fcb6356d57559
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,760199,BRSTNCNTB690,04/05/2026,12/01/2022,286,4,"3922,88588598","4123,14428200","4107,52050900","4071,55871900",74002,780921,NTN-B,,,,,"4673,25438800",15/08/2060,2319f69e6823fb5ebd9e0593
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,950199,BRSTNCNTF1P8,04/05/2026,15/01/2016,10,1,"1004,49225633","1009,08748100","1008,59188900","1007,75218000",60,29351,NTN-F,,,,,"1000,00000000",01/01/2027,2edef94c64d6922224c65c08
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,950199,BRSTNCNTF1Q6,04/05/2026,05/01/2018,13,1,"944,55200059","957,66231600","956,96978000","954,37239200",215,83842,NTN-F,,,,,"1000,00000000",01/01/2029,051b5e77f346f1c76893cd31
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,950199,BRSTNCNTF204,04/05/2026,10/01/2020,50,1,"894,98656878","912,76451200","910,42736200","907,15714700",55,570962,NTN-F,,,,,"1000,00000000",01/01/2031,f8f928a1872b4b4eee593e0e
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,950199,BRSTNCNTF212,04/05/2026,07/01/2022,16,0,"854,45261384","877,47927500","872,84806500","868,62199600",0,124367,NTN-F,,,,,"1000,00000000",01/01/2033,17c3e7facde72f47a1e7db3c
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,950199,BRSTNCNTF238,04/05/2026,05/01/2024,14,1,"824,59544969","850,59221100","848,90145300","842,74165300",369,503531,NTN-F,,,,,"1000,00000000",01/01/2035,4615f17229c9eebf3e626d4c
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,950199,BRSTNCNTF2K7,04/05/2026,09/01/2026,23,0,"800,44166901","833,38410500","830,24387100","827,37174400",0,670931,NTN-F,,,,,"1000,00000000",01/01/2037,2f50f014975535c6dca94426
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RF7,05/05/2026,13/03/2020,39,2,"18922,32934963","18934,25742000","18927,42720800","18908,54596200",80017,371059,LFT,"0,2945","-0,0053","-0,1133",,"18927,08405600",01/09/2026,7f7a8102466c2f6ffd6b57f1
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RG5,05/05/2026,03/07/2020,51,11,"18914,41634357","18927,29225300","18926,53609500","18924,28284700",3226,31512,LFT,"0,0183","0,0035","-0,0012",,"18927,08405600",01/03/2027,3c149902080f0566216e1d6e
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RH3,05/05/2026,02/07/2021,59,4,"18905,21969637","18927,08405600","18925,13079000","18885,02807500",1752,52392,LFT,"0,1680","0,0078","0,0000",,"18927,08405600",01/09/2027,da6f1d5d438f00d96cc0a66b
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RI1,05/05/2026,05/01/2022,62,6,"18893,44560974","18922,59833700","18920,35370000","18865,58995900",235,166878,LFT,"0,1792","0,0195","0,0130",,"18927,08405600",01/03/2028,2dc2ed56112409d8832e5df7
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RK7,05/05/2026,06/04/2022,53,7,"18879,05314593","18915,46282600","18912,92890900","18817,50733700",2104,301842,LFT,"0,2500","0,0321","0,0264",,"18927,08405600",01/09/2028,6afb411acdd17c6d533b08b6
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RL5,05/05/2026,05/10/2022,16,2,"18860,69993374","18904,29584600","18902,44253500","18897,93634600",210,14004,LFT,"0,0550","0,0465","0,0430",,"18927,08405600",01/03/2029,792f8db008656a7a15290158
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RM3,05/05/2026,05/07/2023,37,0,"18841,45650044","18891,99324200","18891,13212800","18878,22149000",0,88845,LFT,"0,0780","0,0574","0,0560",,"18927,08405600",01/09/2029,947cfb6fb3a048839decf7b5
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RO9,05/05/2026,10/01/2024,10,0,"18820,45927549","18884,69082100","18877,20112500","18863,24300100",0,19022,LFT,"0,0890","0,0695","0,0590",,"18927,08405600",01/03/2030,77ea0246441c4d9c7e2e853c
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RQ4,05/05/2026,03/04/2024,10,0,"18810,90326655","18873,89894900","18871,50747600","18869,01576200",0,50601,LFT,"0,0760","0,0727","0,0696",,"18927,08405600",01/06/2030,c9518a7a0827ad6b2bd95f0c
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RR2,05/05/2026,03/07/2024,12,0,"18801,03817686","18866,64680700","18865,54406300","18864,76023700",0,14759,LFT,"0,0767","0,0758","0,0744",,"18927,08405600",01/09/2030,b683b6936ac49bf12b6232c3
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RU6,05/05/2026,08/01/2025,26,0,"18780,80273803","18890,85761700","18851,97340100","18850,48614600",0,154123,LFT,"0,0847","0,0830","0,0400",,"18927,08405600",01/03/2031,6d9f7d767e533559bad17655
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RW2,05/05/2026,02/04/2025,16,0,"18768,68683273","18855,74787600","18844,46667000","18842,47999000",0,25068,LFT,"0,0890","0,0869","0,0750",,"18927,08405600",01/06/2031,f8cd67a5bea51fbb17144010
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RX0,05/05/2026,02/07/2025,19,0,"18756,26769870","18837,82392700","18835,87409800","18807,38917600",0,108531,LFT,"0,1200","0,0913","0,0894",,"18927,08405600",01/09/2031,584be9d75bcf9b2bf3c723b8
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1RZ5,05/05/2026,08/10/2025,4,0,"18741,45865191","18824,06393700","18707,77598500","18689,51129600",0,1432,LFT,"0,2281","0,2104","0,0985",,"18927,08405600",01/12/2031,03dc650861af25e969871b96
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1S08,05/05/2026,07/01/2026,22,1,"18727,43832598","18817,28804100","18814,87276400","18813,69189500",281,42722,LFT,"0,1039","0,1028","0,1006",,"18927,08405600",01/03/2032,50d2c54e4719f58a5854c86e
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,210100,BRSTNCLF1S16,05/05/2026,08/04/2026,19,2,"18711,97450530","18804,96650900","18802,54473200","18801,44607200",5689,168149,LFT,"0,1104","0,1094","0,1073",,"18927,08405600",01/06/2032,e9c7ef83587858ec3372acbe
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,100000,BRSTNCLTN848,05/05/2026,06/01/2023,27,1,"978,09158493","979,38938100","978,99053900","978,94291900",25,912898,LTN,"14,3480","14,3129","14,0200",,"1000,00000000",01/07/2026,d029bc2ee324c3a9239244f5
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,100000,BRSTNCLTN8G4,05/05/2026,05/07/2024,22,1,"943,84247572","947,04154100","946,91198800","946,17369900",15,2139505,LTN,"14,2010","13,9874","13,9500",,"1000,00000000",01/10/2026,2712fd49574ff8f4a689d133
2026-06-02,bacen_negociacao_tpf_extragrupo_mes_anterior,NegE202605.CSV,100000,BRSTNCLTN8I0,05/05/2026,10/01/2025,24,0,"883,29918404","889,09846100","888,54713300","888,29789900",0,682420,LTN,"14,0530","14,0174","13,9390",,"1000,00000000",01/04/2027,3af3a5777dc784ed68dae951
